title,author,year,type,volume,issue,pages,venue,venueShort,publisher,doi,url,abstract,keywords,citedBy,citedByPerYear,quality,objective,technology,data,participants,maturity,device
Deep learning-based user experience evaluation in distance learning,"Sadigov, Rahim; Yıldırım, Elif; Kocaçınar, Büşra; Patlar Akbulut, Fatma; Catal, Cagatay",2024,journalArticle,27,1,443-455,Cluster Computing,,Springer Nature,10.1007/s10586-022-03918-3,https://doi.org/10.1007/s10586-022-03918-3,"The Covid-19 pandemic caused uncertainties in many different organizations, institutions gained experience in remote working and showed that high-quality distance education is a crucial component in higher education. The main concern in higher education is the impact of distance education on the quality of learning during such a pandemic. Although this type of education may be considered effective and beneficial at first glance, its effectiveness highly depends on a variety of factors such as the availability of online resources and individuals’ financial situations. In this study, the effectiveness of e-learning during the Covid-19 pandemic is evaluated using posted tweets, sentiment analysis, and topic modeling techniques. More than 160,000 tweets, addressing conditions related to the major change in the education system, were gathered from Twitter social network and deep learning-based sentiment analysis models and topic models based on latent dirichlet allocation (LDA) algorithm were developed and analyzed. Long short term memory-based sentiment analysis model using word2vec embedding was used to evaluate the opinions of Twitter users during distance education and also, a topic model using the LDA algorithm was built to identify the discussed topics in Twitter. The conducted experiments demonstrate the proposed model achieved an overall accuracy of 76%. Our findings also reveal that the Covid-19 pandemic has negative effects on individuals 54.5% of tweets were associated with negative emotions whereas this was relatively low on emotion reports in the YouGov survey and gender-rescaled emotion scores on Twitter. In parallel, we discuss the impact of the pandemic on education and how users’ emotions altered due to the catastrophic changes allied to the education system based on the proposed machine learning-based models.",Deep learning; Sentiment analysis; NLP; Distance learning,18,36,Q2,Feedback evaluation,"Machine learning, NLP, Deep learning",Text,yes,prototype,device independent
Towards automatic evaluation of the Quality-in-Use in context-aware software systems,"Salomón, Sergio; Duque, Rafael; Montaña, José Luis; Tenés, Luis",2023,journalArticle,14,8,10321 – 10346,Journal of Ambient Intelligence and Humanized Computing,,Springer Nature,10.1007/s12652-021-03693-w,https://doi.org/10.1007/s12652-021-03693-w,"Context-aware systems adapt their services to the user’s intentions and environment to improve the user experience. However, how to evaluate the quality of these systems in terms of user perception and context recognition is still an open problem. Our goal in this work is to evaluate the Quality-in-Use (QinU) for context-aware software systems according to the ISO/IEC 25010 standard and in an automated manner. This evaluation is oriented to be model-based, with domain specification and log data as input, while quality metrics and representations of users’ behavior as output. In this process, we use probabilistic models to discover user patterns, heuristic metrics as QinU estimation, clustering techniques to obtain user profiles according to their QinU, and feature selection to identify relevant factors of context. We propose a framework for assessing the QinU in context-aware software systems called Framework for Assessing Quality-in-use of Software (FAQuiS). FAQuiS includes a set of models to represent all dimensions of context, a methodology to apply the quality analysis to any system, and a set of tools and metrics to support and automate the process. We seek to test the impact and ease of integration in the industry for this framework. A case study in a company allows us to validate the applicability in a real environment. We analyze the mechanisms that support the QinU evaluation in context-aware systems, the feasibility of the QinU quantification, and the suitability of the integration in companies. Compared to previous works, our proposal offers a novel data-driven approach with general-purpose and industrial viability. FAQuiS can be used as a solution to assess the QinU based on the ISO 25010 standard and the models of user behaviors in different contexts. This solution analyzes the context changes in the user interaction, can quantify the quality loss in these contexts, and does not require big efforts to be integrated into a software development process. © 2022, The Author(s).",Automatic evaluation; Behavioral research; Computer software selection and evaluation; Context models; Context-Aware; Context-aware systems; In contexts; Interaction analysis; ISO Standards; Quality assurance; Quality control; Quality in use; Software design; Software quality assurance; Software-systems; User behaviors; User profile,14,9.33,Q1,Usability attribute evaluation,Descriptive metrics,User interactions,yes,prototype,mobile
Applying Sentiment Analysis with Cross-Domain Models to Evaluate User eXperience in Virtual Learning Environments,"Sanchis-Font, Rosario; Castro-Bleda, Maria Jose; González, José-Ángel",2019,conferencePaper,11506 LNCS,,609 – 620,International Work-Conference on Artificial Neural Networks,IWANN,Springer Nature,10.1007/978-3-030-20521-8_50,https://doi.org/10.1007/978-3-030-20521-8_50,"Virtual Learning Environments are growing in importance as fast as e-learning is becoming highly demanded by universities and students all over the world. This paper investigates how to automatically evaluate User eXperience in this domain. Two Learning Management Systems have been evaluated, one system is an ad-hoc system called “Conecto” (in Spanish and English languages), and the other one is an open-source Moodle personalized system (in Spanish). We have applied machine learning tools to all the comments given by a total of 133 users (37 English speakers and 96 Spanish speakers) to obtain their polarity (positive, negative, or neutral) using cross-domain models trained with a corpus of a different domain (tweets for each language) and general models for the language. The obtained results are very promising and they give an insight to keep going the research of applying sentiment analysis tools on User eXperience evaluation. This is a pioneering idea to provide a better and accurate understanding on human needs in the interaction with Virtual Learning Environments. The ultimate goal is to develop further tools of automatic feed-back of user perception for designing Virtual Learning Environments centered in user’s emotions, beliefs, preferences, perceptions, responses, behaviors and accomplishments that occur before, during and after the interaction. © 2019, Springer Nature Switzerland AG.",User eXperience; User experience; Machine learning; Virtual reality; Neural networks; Learning systems; Data mining; Sentiment analysis; E-learning; Behavioral research; Computer aided instruction; Open systems; User experience evaluations; English languages; Cross-domain models; Learning management system; Virtual learning environments; Applied machine learning; Polarity; Learning Management Systems; Virtual Learning Environments,8,1.45,B,Feedback evaluation,Deep learning,Text,yes,prototype,device independent
Cross-Domain Polarity Models to Evaluate User eXperience in E-learning,"Sanchis-Font, Rosario; Castro-Bleda, Maria Jose; Gonzalez, Jose-Angel; Plal, Ferran; Hurtado, Lluis-F",2021,journalArticle,53,5,3199-3215,Neural Processing Letters,,Springer Nature,10.1007/s11063-020-10260-5,https://doi.org/10.1007/s11063-020-10260-5,"Virtual learning environments are growing in importance as fast as e-learning is becoming highly demanded by universities and students all over the world. This paper investigates how to automatically evaluate User eXperience in this domain using sentiment analysis techniques. For this purpose, a corpus with the opinions given by a total of 583 users (107 English speakers and 476 Spanish speakers) about three learning management systems in different courses has been built. All the collected opinions were manually labeled with polarity information (positive, negative or neutral) by three human annotators, both at the whole opinion and sentence levels. We have applied our state-of-the-art sentiment analysis models, trained with a corpus of a different semantic domain (a Twitter corpus), to study the use of cross-domain models for this task. Cross-domain models based on deep neural networks (convolutional neural networks, transformer encoders and attentional BLSTM models) have been tested. In order to contrast our results, three commercial systems for the same task (MeaningCloud, Microsoft Text Analytics and Google Cloud) were also tested. The obtained results are very promising and they give an insight to keep going the research of applying sentiment analysis tools on User eXperience evaluation. This is a pioneering idea to provide a better and accurate understanding on human needs in the interaction with virtual learning environments and a step towards the development of automatic tools that capture the feed-back of user perception for designing virtual learning environments centered in user's emotions, beliefs, preferences, perceptions, responses, behaviors and accomplishments that occur before, during and after the interaction.",Deep learning; User experience; Machine learning; Semantics; Convolutional neural networks; Artificial neural networks; Learning systems; Sentiment analysis; Deep neural networks; E-learning; Behavioral research; State of the art; Computer aided instruction; User experience evaluations; User perceptions; Analysis techniques; Commercial systems; Cross-domain models; Learning management system; Virtual learning environments; Learning management systems,18,5.14,Q3,Feedback evaluation,Deep learning,Text,yes,prototype,device independent
A Framework to Semi-automated Usability Evaluations Processing Considering Users' Emotional Aspects,"Santos, Flavia de Souza; Treviso, Marcos Vinicius; Gama, Sandra Pereira; de Mattos Fortes, Renata Pontin",2022,conferencePaper,13302,,419-438,International Conference on Human-Computer Interaction,HCII,Springer Nature,10.1007/978-3-031-05311-5_29,https://doi.org/10.1007/978-3-031-05311-5_29,"The concern with providing a good experience for users increases simultaneously with technological evolution and dissemination. Different evaluation methods are presented in the literature to help developers evaluate and verify the interfaces they develop. However, for the application of evaluation methods, it is often necessary to have an expert, or users, which can make the assessment costly, both time-consumingly and monetarily. Consequently, developers may launch their products without carefully checking some critical aspects beforehand, causing anything from the non-acceptance of the technology to even its abandonment. Carrying out part of the evaluations with users, or totally with them, in an automated way, considering the diversity of data obtained and the support of analyzes processed by a computer, presents itself as a possible alternative to be investigated to support developers of interactive systems. At the same time, considering the emotional aspects during the interaction can provide the developer with valuable information, including the acceptance of the technology. In this way, considering users' emotions can improve the automatic evaluation results, capturing and processing the user experience in the system. Thus, we present a framework (EmotiUsing) composed of semi-automated usability evaluations, considering the emotional aspects of users. The framework aims to make the analytical evaluations less subjective and streamline the evaluation process, reducing costs and time for the evaluators.",User experience; User interfaces; Automation; Automated usability evaluation; Usability evaluation; Emotions; Semi-automated support; Interactive system; Evaluation methods; Automated support; Emotion; Emotional aspect; Technological evolution; User emotions,1,0.4,B,Affective state detection,Machine learning,"User interactions, Physiological signals",yes,prototype,"desktop, mobile"
Predicting and Explaining Mobile UI Tappability with Vision Modeling and Saliency Analysis,"Schoop, Eldon; Zhou, Xin; Li, Gang; Chen, Zhourong; Hartmann, Bjoern; Li, Yang",2022,conferencePaper,,,1–21,Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems,CHI,ACM,10.1145/3491102.3517497,https://doi.org/10.1145/3491102.3517497,"UI designers often correct false affordances and improve the discoverability of features when users have trouble determining if elements are tappable. We contribute a novel system that models the perceived tappability of mobile UI elements with a vision-based deep neural network and helps provide design insights with dataset-level and instance-level explanations of model predictions. Our system retrieves designs from similar mobile UI examples from our dataset using the latent space of our model. We also contribute a novel use of an interpretability algorithm, XRAI, to generate a heatmap of UI elements that contribute to a given tappability prediction. Through several examples, we show how our system can help automate elements of UI usability analysis and provide insights for designers to iterate their designs. In addition, we share findings from an exploratory evaluation with professional designers to learn how AI-based tools can aid UI design and evaluation for tappability issues.",Mobile UIs; Deep Learning; Explainable AI; Interpretability,30,12,A*,Perceived affordance evaluation,"Deep learning, Computer vision",Images,no,prototype,mobile
Detecting task demand via an eye tracking machine learning system,"Shojaeizadeh, Mina; Djamasbi, Soussan; Paffenroth, Randy C.; Trapp, Andrew C.",2019,journalArticle,116,,,Decision Support Systems,,Elsevier,10.1016/j.dss.2018.10.012,https://doi.org/10.1016/j.dss.2018.10.012,"Computerized systems play a significant role in today's fast-paced digital economy. Because task demand is a major factor that influences how computerized systems are used to make decisions, identifying task demand automatically provides an opportunity for designing advanced decision support systems that can respond to user needs at a personalized level. A first step for designing such advanced decision tools is to investigate possibilities for developing automatic task load detectors. Grounded in decision making, eye tracking, and machine learning literature, we argue that task demand can be detected automatically, reliably, and unobtrusively using eye movements only. To investigate this possibility, we developed an eye tracking task load detection system and tested its effectiveness. Our results revealed that our task load detection system reliably predicted increased task demand from users' eye movement data. These results and their implications for research and practice are discussed.",Eye tracking; Machine learning; Human computer interaction; Adaptive decision making; Cognitive effort; Task demand,94,17.09,Q1,Usability attribute evaluation,Machine learning,Gaze data,yes,prototype,desktop
Predicting Behaviour Patterns in Online and PDF Magazines with AI Eye-Tracking,"Šola, Hedda Martina and Qureshi, Fayyaz Hussain and Khawaja, Sarwar",2024,journalArticle,14,8,677,Behavioral Sciences,,MDPI,10.3390/bs14080677,https://doi.org/10.3390/bs14080677,"This study aims to improve college magazines, making them more engaging and user-friendly. We combined eye-tracking technology with artificial intelligence to accurately predict consumer behaviours and preferences. Our analysis included three college magazines, both online and in PDF format. We evaluated user experience using neuromarketing eye-tracking AI prediction software, trained on a large consumer neuroscience dataset of eye-tracking recordings from 180,000 participants, using Tobii X2 30 equipment, encompassing over 100 billion data points and 15 consumer contexts. An analysis was conducted with R programming v. 2023.06.0+421 and advanced SPSS statistics v. 27, IBM. (ANOVA, Welch’s Two-Sample t-test, and Pearson’s correlation). Our research demonstrated the potential of modern eye-tracking AI technologies in providing insights into various types of attention, including focus, engagement, cognitive demand, and clarity. The scientific accuracy of our findings, at 97–99%, underscores the reliability and robustness of our research, instilling confidence in the audience. This study also emphasizes the potential for future research to explore automated datasets, enhancing reliability and applicability across various fields and inspiring hope for further advancements in the field. © 2024 by the authors.",neuromarketing; consumer-behaviour research; AI eye tracking; AI; EEG; consumer neuroscience; college magazine research,5,10,Q2,Usability attribute evaluation,Deep learning,Gaze data,yes,existing tools usage,desktop
What Can Self-Reports and Acoustic Data Analyses on Emotions Tell Us?,"Soleimani, Samaneh; Law, Effie Lai-Chong",2017,conferencePaper,,,489–501,Proceedings of the 2017 Conference on Designing Interactive Systems,DIS,ACM,10.1145/3064663.3064770,https://doi.org/10.1145/3064663.3064770,"There are two approaches to measure people's experiences: memory-based and moment-based. Whereas the memory-based approaches are susceptible to the peak-end effect, the moment-based approaches appear to better reflect the experience of the present. In this paper, we propose that emotional assessment of think aloud verbalisations is a moment-based methodology for measuring UX. We conducted an empirical study with 46 participants in the domain of online shopping to evaluate their emotional experiences. Acoustic analysis of verbal data was used as the moment-based approach and self-report questionnaires as the retrospective or memory-based approach. Results of the study confirmed the previous finding that retrospective assessments did not reflect the actual experience. The results also suggested that retrospective evaluations of emotions were significantly correlated with the most frequently elicited emotion (i.e. modal emotion) during the interaction. In conclusion these results support the use of acoustic data analysis as an alternative approach to measuring UX.",User experience; evaluation; emotion; acoustic analysis,19,2.53,A,Affective state detection,Machine learning,Audio,yes,prototype,mobile
Assessing the quality of mobile graphical user interfaces using multi-objective optimization,"Soui, Makram; Chouchane, Mabrouka; Mkaouer, Mohamed Wiem; Kessentini, Marouane; Ghedira, Khaled",2020,journalArticle,24,10,7685-7714,Soft Computing,,Springer Nature,10.1007/s00500-019-04391-8,https://doi.org/10.1007/s00500-019-04391-8,"Aesthetic defects are a violation of quality attributes that are symptoms of bad interface design programming decisions. They lead to deteriorating the perceived usability of mobile user interfaces and negatively impact the User’s eXperience (UX) with the mobile app. Most existing studies relied on a subjective evaluation of aesthetic defects depending on end-users feedback, which makes the manual evaluation of mobile user interfaces human-centric, time-consuming, and error-prone. Therefore, recent studies have dedicated their effort to focus on the definition of mathematical formulas that each targets a specific structural quality of the interface. As the UX is tightly dependent on the user profile, the combination and calibration of quality attributes, formulas, and user’s characteristics, when defining a defect, are not straightforward. In this context, we propose a fully automated framework which combines literature quality attributes with the user’s profile to identify aesthetic defects of MUI. More precisely, we consider the mobile user interface evaluation as a multi-objective optimization problem where the goal is to maximize the number of detected violations while minimizing the detection complexity of detection rules and enhancing the interfaces overall quality in means of guidance and coherence coverage. We conducted a comparative study of several evolutionary algorithms in terms of accurately identifying aesthetic defects. We reported their performance in solving the proposed search-based multi-objective optimization problem. The results confirm the efficiency of the indicator-based evolutionary algorithm in terms of assessing the developers in detecting typical defects and also in generating the most accurate detection rules.",Mobile user interface; Aesthetic quality; Evaluation,42,9.33,Q2,Automatic guideline evaluation,Rule-based systems,Source code,no,prototype,mobile
CoUX: Collaborative Visual Analysis of Think-Aloud Usability Test Videos for Digital Interfaces,"Soure, Ehsan Jahangirzadeh; Kuang, Emily; Fan, Mingming; Zhao, Jian",2022,journalArticle,28,1,643-653,IEEE Transactions on Visualization and Computer Graphics,,IEEE,10.1109/TVCG.2021.3114822,https://doi.org/10.1109/TVCG.2021.3114822,"Reviewing a think-aloud video is both time-consuming and demanding as it requires UX (user experience) professionals to attend to many behavioral signals of the user in the video. Moreover, challenges arise when multiple UX professionals need to collaborate to reduce bias and errors. We propose a collaborative visual analytics tool, CoUX, to facilitate UX evaluators collectively reviewing think-aloud usability test videos of digital interfaces. CoUX seamlessly supports usability problem identification, annotation, and discussion in an integrated environment. To ease the discovery of usability problems, CoUX visualizes a set of problem-indicators based on acoustic, textual, and visual features extracted from the video and audio of a think-aloud session with machine learning. CoUX further enables collaboration amongst UX evaluators for logging, commenting, and consolidating the discovered problems with a chatbox-like user interface. We designed CoUX based on a formative study with two UX experts and insights derived from the literature. We conducted a user study with six pairs of UX practitioners on collaborative think-aloud video analysis tasks. The results indicate that CoUX is useful and effective in facilitating both problem identification and collaborative teamwork. We provide insights into how different features of CoUX were used to support both independent analysis and collaboration. Furthermore, our work highlights opportunities to improve collaborative usability test video analysis.",Acoustics; collaboration; Collaboration; Feature extraction; machine learning; Machine learning; think-aloud; Tools; Usability; usability problems; User experience; video analysis; Videos; visual analytics,23,9.2,Q1,Research assistants,"NLP, Computer vision","Audio, Video",yes,tool,mobile
User Experience Evaluation Using Mouse Tracking and Artificial Intelligence,"Souza, Kennedy E. S.; Seruffo, Marcos C. R.; De Mello, Harold D.; Souza, Daniel Da S.; Vellasco, Marley M. B. R.",2019,journalArticle,7,,96506 – 96515,IEEE Access,,IEEE,10.1109/ACCESS.2019.2927860,https://doi.org/10.1109/ACCESS.2019.2927860,"Business platform models frequently require continuous adaptation and agility to allow new experiences to be created and delivered to customers. To understand user behavior in online systems, researchers have taken advantage of a combination of traditional and recently developed analysis techniques. Earlier studies have shown that user behavior monitoring data, as obtained by mouse tracking, can be utilized to improve user experience (UX). Many mouse-tracking solutions exist; however, the vast majority is proprietary, and open-source packages do not provide the resources and data needed to support UX research. Thus, this paper presents: 1) the development of an interaction monitoring application titled Artificial Intelligence and Mouse Tracking-based User eXperience Tool (AIMT-UXT); 2) the validation of the tool in a case study conducted on the Website of the Brazilian Federal Revenue Service (BFR); 3) the definition of a new relationship pattern of variables that determine user behavior; 4) the construction of a fuzzy inference system for measuring user performance using the defined variables and the data captured in the case study; and 5) the application of a clustering algorithm to complement the analysis. A comparison of the results of the applied quantitative methodologies indicates that the developed framework was able to infer UX scores similar to those reported by users in questionnaires. © 2013 IEEE.",Usability; User experience; User interfaces; Tools; Surveys; Computer science; Artificial intelligence; Monitoring; artificial intelligence; Clustering algorithms; ergonomics; Fuzzy logic; Ergonomics; Behavioral research; Mice; Online systems; Fuzzy inference; Fuzzy inference systems; User experience evaluations; Mammals; User experiences (ux); Analysis techniques; Inference engines; Interaction monitoring; Open source package; Quantitative methodology; Taxation; User behavior monitoring; computer science,47,8.55,Q1,Usability attribute evaluation,Machine learning,User interactions,yes,tool,desktop
"An Evaluation Framework for User Experience Using Eye Tracking, Mouse Tracking, Keyboard Input, and Artificial Intelligence: A Case Study","Souza, Kennedy Edson Silva de; Aviz, Igor Leonardo de; Mello, Harold Dias de; Figueiredo, Karla; Vellasco, Marley Maria Bernardes Rebuzzi; Costa, Fernando Augusto Ribeiro; Seruffo, Marcos Cesar da Rocha",2022,journalArticle,38,7,646-660,International Journal of Human-Computer Interaction,,Taylor & Francis,10.1080/10447318.2021.1960092,https://doi.org/10.1080/10447318.2021.1960092,"User eXperience (UX) has been used to achieve improvements in digital information systems based on how people perceive them. In particular, this paper establishes a framework that employs methods for eye and mouse tracking, keyboard input, self-assessment questionnaire and artificial intelligence algorithms to evaluate user experience and categorize users in terms of performance profiles. The results obtained with this framework are artifacts that can be used to support customizations of the User Interface (UI) on the websites. Moreover, the established framework is generic and flexible and can be applied to any information system, such as the case study shown in the website of the Federal Revenue of Brazil (RFB). The main objectives of this paper are as follows: (i) to set out a powerful UX framework based on three tracking techniques - the AIT2-UX; (ii) to provide the T2-UXT to collect, collate, process and visualize data obtained from users' interactions (iii) to use and compare machine learning algorithms with the classification of user performance profiles; (iv) to use the artifacts generated by the framework to manually customize the UI with the website.",Eye tracking; User experience; Machine learning; User interfaces; Information systems; Learning algorithms; Information use; Websites; Evaluation framework; Mammals; User experiences (ux); Artificial intelligence algorithms; Digital information systems; Performance profile; Self assessment; Tracking techniques; User performance,27,10.8,Q2,Usability attribute evaluation,"Deep learning, Machine learning","User interactions, Gaze data",yes,tool,"desktop, mobile"
Ensuring Web Interface Quality through Usability-Based Split Testing,"Speicher, Maximilian; Both, Andreas; Gaedke, Martin",2014,conferencePaper,,,93-110,Web Engineering: 14th International Conference,ICWE,Springer Nature,10.1007/978-3-319-08245-5_6,https://doi.org/10.1007/978-3-319-08245-5_6,"Usability is a crucial quality aspect of web applications, as it guarantees customer satisfaction and loyalty. Yet, effective approaches to usability evaluation are only applied at very slow iteration cycles in today’s industry. In contrast, conversion-based split testing seems more attractive to e-commerce companies due to its more efficient and easy-to-deploy nature. We introduce Usability-based Split Testing as an alternative to the above approaches for ensuring web interface quality, along with a corresponding tool called WaPPU. By design, our novel method yields better effectiveness than using conversions at higher efficiency than traditional evaluation methods. To achieve this, we build upon the concept of split testing but leverage user interactions for deriving quantitative metrics of usability. From these interactions, we can also learn models for predicting usability in the absence of explicit user feedback. We have applied our approach in a split test of a real-world search engine interface. Results show that we are able to effectively detect even subtle differences in usability. Moreover, WaPPU can learn usability models of reasonable prediction quality, from which we also derived interaction-based heuristics that can be instantly applied to search engine results pages.",Usability; Metrics; Heuristics; Interaction Tracking; Search Engines; Interfaces; Context-Awareness,50,4.76,B,Usability attribute evaluation,Machine learning,User interactions,yes,tool,desktop
Towards detection of usability issues by measuring emotions,"Stefancova, Elena; Moro, Robert; Bielikova, Maria",2018,conferencePaper,909,,63 – 70,New Trends in Databases and Information Systems,ADBIS,Springer Nature,10.1007/978-3-030-00063-9_8,https://doi.org/10.1007/978-3-030-00063-9_8,"User Experience is one of the most important criteria when designing and testing user interfaces with emotions as its essential element. To assess, how emotions could be used for automatic detection of usability issues, we carried out a user study with a website which included intentionally inserted usability issues. We classified valence of emotions, i.e., negative vs. positive ones based on data from electroencephalography (EEG) and facial expressions recognition. The study results confirmed that usability issues cause negative emotional response of the user and that presence of a negative emotion is a good predictor of a usability issue presence. When detecting negative and positive emotional states from the acquired dataset, we achieved the accuracy of 94% for samples with seconds granularity and 70% for the task granularity. © Springer Nature Switzerland AG 2018.",Usability; User interfaces; Usability engineering; Electroencephalography; Data analysis; Information systems; Emotions; Information use; Data reduction; Automatic Detection; Electrophysiology; Facial Expressions; EEG; Emotional response; Essential elements; Facial expressions recognition; Negative emotions; Facial expressions,6,0.92,B,Affective state detection,"Machine learning, Computer vision","Video, Physiological signals",yes,prototype,desktop
A Process to Support the Remote Tree Testing Technique for Evaluating the Information Architecture of User Interfaces in Software Projects,"Tapia, Alejandro; Moquillaza, Arturo; Aguirre, Joel; Falconi, Fiorella; Lecaros, Adrian; Paz, Freddy",2022,conferencePaper,13321 LNCS,,75 – 92,International Conference on Human-Computer Interaction,HCII,Springer Nature,10.1007/978-3-031-05897-4_6,https://doi.org/10.1007/978-3-031-05897-4_6,"Nowadays, due to technological advancement, people are bound to use multiple digital tools and interact with them through a User Interface. For this reason, User Experience (UX) is one of the most important keys to success. UX includes the design and evaluation of an adequate Information Architecture. To design Information Architecture, the best-known technique is Card Sorting. For evaluation, there is the Tree Testing or Reverse Card Sorting technique. This technique can be applied in remote or non-remote ways. We identified three main issues: 1. The remote processes to apply Tree Testing are not standardized; 2. the tools were modeled and built after a process defined by the supplier of those tools, most of which are now discontinued. 3. In many development projects these techniques are left aside, the Information Architecture is assessed using other methods and techniques (i.e. User Testing) in later phases of the project. These result in Information Architecture errors and defects found late or not found at all. Hence, this study is focused on developing and validating a standardized remote Tree Testing process with an emphasis on automation. To meet the objectives, we conducted interviews and literature reviews to find out how Tree Testing is currently carried out and what tools are used to support the technique (AS-IS workflow). Subsequently, we proposed a process that can support the technique, considering the pain points found on the current processes, resulting in a TO-BE workflow. As a result, a proposal of this standardized process was modeled using the notation BPMN, and validated by the expert judgment of specialists in Human-Computer Interaction (HCI). Finally, it is important to mention that Tree Testing is useful, practical in its remote application, and should be applied in the early stages of software projects; a tool to support the whole process should be implemented. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Application programs; Architecture information; BPMN; Card-sorting; Digital devices; Forestry; Human computer interaction; Information architectures; Information management; Information retrieval; Software project; Software testing; Technological advancement; Testing; Testing technique; Tree testing; User interfaces; Users' experiences; Work-flows,6,2.4,B,Usability issue encounter detection,Descriptive metrics,User interactions,yes,concept,"desktop, mobile"
Predicting User Engagement in Longitudinal Interventions with Virtual Agents,"Trinh, Ha; Shamekhi, Ameneh; Kimani, Everlyne; Bickmore, Timothy W.",2018,conferencePaper,,,9–16,Proceedings of the 18th International Conference on Intelligent Virtual Agents,IVA,ACM,10.1145/3267851.3267909,https://doi.org/10.1145/3267851.3267909,"Longitudinal agent-based interventions only work if people continue using them on a regular basis, thus identifying users who are at risk of disengaging from these applications is important for retention and efficacy. We develop machine learning models that predict long-term user engagement in three longitudinal virtual agent-based health interventions. We achieve accuracies of 74% to 90% in predicting user dropout in a given prediction period of the intervention based on the user's past interactions with the agent. Our models contain features related to session frequency and duration, health behavior, and user-agent dialogue content. We find that the features most predictive of dropout include number of user utterances, percent of user utterances that are questions, and the percent of user health behavior goals met during the observation period. Ramifications for the design of virtual agents for longitudinal applications are discussed.",longitudinal interventions; health interventions; dropout prediction; conversational agents; Engagement prediction,25,3.85,B,Usability attribute evaluation,Machine learning,User interactions,yes,prototype,"desktop, mobile"
LLM-powered Multimodal Insight Summarization for UX Testing,"Turbeville, Kelsey and Muengtaweepongsa, Jennarong and Stevens, Samuel and Moss, Jason and Pon, Amy and Lee, Kyra and Mehra, Charu and Villalobos, Jenny Gutierrez and Kumar, Ranjitha",2024,conferencePaper,,,4 – 11,Proceedings of the 26th International Conference on Multimodal Interaction,ICMI,ACM,10.1145/3678957.3685701,https://doi.org/10.1145/3678957.3685701,"User experience (UX) testing platforms capture many data types related to user feedback and behavior, including clickstream, survey responses, screen recordings of participants performing tasks, and participants’ think-aloud audio. Analyzing these multimodal data channels to extract insights remains a time-consuming, manual process for UX researchers. This paper presents a large language model (LLM) approach for generating insights from multimodal UX testing data. By unifying verbal, behavioral, and design data streams into a novel natural language representation, we construct LLM prompts that generate insights combining information across all data types. Each insight can be traced back to behavioral and verbal evidence, allowing users to quickly verify accuracy. We evaluate LLM-generated insight summaries by deploying them in a popular remote UX testing platform, and present evidence that they help UX researchers more efciently identify key fndings from UX tests. © 2024 Copyright held by the owner/author(s).",Data streams; Modeling languages; Natural language processing systems; Network security; Usability engineering; Datatypes; Language model; Large language model; Multi-modal; Multimodal insight; Testing platforms; Usability testing; User feedback; Users' experiences; UX research; Economic and social effects,0,0,B,Research assistants,LLM,"User interactions, Audio, Video, Source code",yes,prototype,desktop
A usability assessment of e-government websites in Sub-Saharan Africa,"Verkijika, Silas Formunyuy; De Wet, Lizette",2018,journalArticle,39,,20-29,International Journal of Information Management,,Elsevier,10.1016/j.ijinfomgt.2017.11.003,https://doi.org/10.1016/j.ijinfomgt.2017.11.003,"E-government holds enormous potential for improving the administrative efficiency of public institutions, encouraging democratic governance, and building trust between citizens/private sector and governments. However, most e-government initiatives to date have failed to attain their full potential, because they are increasingly plagued by usability issues. Consequently, there have been increasing calls for evaluating the usability of e-government websites, as they are widely considered to be the primary platform for government interaction with citizens. This study, therefore, seeks to contribute to extant knowledge by evaluating the usability of e-government websites from Sub-Saharan Africa (SSA). This is particularly important as little is known about the usability of e-government websites in the region, and worst still, it is the least advanced region in terms of e-government development. This study evaluated a total of 279 e-government websites from 31 SSA countries. The findings showed that most e-government websites in SSA were characterised by poor usability. The average usability score for the websites was 36.2%, with the most usable website having a score of only 64.8%. The study also showed that the usability of e-government websites was positively associated with the E-Government Development Index (EGDI) and the E-Participation Index (EPI).",E-government; Sub-Saharan Africa; Usability; Websites,152,23.38,Q1,Usability attribute evaluation,Rule-based systems,Source code,no,existing tools usage,desktop
